F:\Valentino\Progetti_da_buildare_2\kafka0b4daa4bf48517b4b3e9cda11692e80ade620b0\pom.xml0b4daa4bf48517b4b3e9cda11692e80ade620b0;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\OpenRefinee243e73e4064de87a913946bd320fbbe246da656\pom.xmle243e73e4064de87a913946bd320fbbe246da656;non trovata
F:\Valentino\Progetti_da_buildare_2\spring-data-commons371f6590c509c72f8e600f3d05e110941607fba\pom.xml371f6590c509c72f8e600f3d05e110941607fba;non trovata
F:\Valentino\Progetti_da_buildare_2\tomcatd2e8f2ede7dea39f75f68384f331f38f094e4ed3\pom.xmld2e8f2ede7dea39f75f68384f331f38f094e4ed3;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\strutsb4265d369dc29d57a9f2846a85b26598e83f3892\pom.xmlb4265d369dc29d57a9f2846a85b26598e83f3892;non trovata
F:\Valentino\Progetti_da_buildare_2\tomcatcf181edc9a8c239cde704cffc3c503425bdcae2b\pom.xmlcf181edc9a8c239cde704cffc3c503425bdcae2b;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\uaa2c10c43f04cf31e9f8f496cd218bfc773dfc149\pom.xml2c10c43f04cf31e9f8f496cd218bfc773dfc149;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\email-ext-pluginaf2cc9bf649781c3c84c6891298db0d8601b193d\pom.xmlaf2cc9bf649781c3c84c6891298db0d8601b193d;non trovata
F:\Valentino\Progetti_da_buildare_2\spring-framework741b4b229ae032bd17175b46f98673ce0bd2d485\pom.xml741b4b229ae032bd17175b46f98673ce0bd2d485;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcatfb65c5fe6d298195beee11324416a975bea6d701\pom.xmlfb65c5fe6d298195beee11324416a975bea6d701;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcatc1357e649641844109711d60cacb98e4b5fcd3cb\pom.xmlc1357e649641844109711d60cacb98e4b5fcd3cb;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\google-play-android-publisher-pluginf81b058289caf3332ae40d599a36a3665b1fa13c\pom.xmlf81b058289caf3332ae40d599a36a3665b1fa13c;non trovata
F:\Valentino\Progetti_da_buildare_2\spring-framework2bd1daa75ee0b8ec33608ca6ab065ef3e1815543\pom.xml2bd1daa75ee0b8ec33608ca6ab065ef3e1815543;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\jackson-databind27b4defc270454dea6842bd9279f17387eceb73\pom.xml27b4defc270454dea6842bd9279f17387eceb73;non trovata
F:\Valentino\Progetti_da_buildare_2\wicket-jquery-ui3e8cfdcb0f8e6e0cf0da01e74501afb5c9bff0f\pom.xml3e8cfdcb0f8e6e0cf0da01e74501afb5c9bff0f;1.6
F:\Valentino\Progetti_da_buildare_2\spring-framework423aa28ed584b4ff6e5bad218c09beef5e91951\pom.xml423aa28ed584b4ff6e5bad218c09beef5e91951;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\spring-data-commons3d8576fe4e4e71c23b9e6796b32fd56e51182ee\pom.xml3d8576fe4e4e71c23b9e6796b32fd56e51182ee;non trovata
F:\Valentino\Progetti_da_buildare_2\tomcat864aa1199ad2cccc9a7e7c6b977f7d7f812c9910\pom.xml864aa1199ad2cccc9a7e7c6b977f7d7f812c9910;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcatfb3569fbb9a2f55459aa8e1e22bc35a737e66329\pom.xmlfb3569fbb9a2f55459aa8e1e22bc35a737e66329;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts3fddfb6eb562d597c935084e9e81d43ed6bcd02\pom.xml3fddfb6eb562d597c935084e9e81d43ed6bcd02;non trovata
F:\Valentino\Progetti_da_buildare_2\spring-frameworkf2694a8ed93f1f63f87ce45d0bb638478b426acd\pom.xmlf2694a8ed93f1f63f87ce45d0bb638478b426acd;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\spring-frameworka30ab30e4e9ae021fdda04e9abfc228476b846b5\pom.xmla30ab30e4e9ae021fdda04e9abfc228476b846b5;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\uaacd31cc397fe17389d95b83d6a9caa46eebc54faf\pom.xmlcd31cc397fe17389d95b83d6a9caa46eebc54faf;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\commons-fileupload388e824518697c2c8f9f83fd964621d9c2f8fc4c\pom.xml388e824518697c2c8f9f83fd964621d9c2f8fc4c;1.5
F:\Valentino\Progetti_da_buildare_2\tomcat30af3f5630542a2340781f66553e734a6fd69701\pom.xml30af3f5630542a2340781f66553e734a6fd69701;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\httpcomponents-clienta572756592c969affd0ce87885724e74839176fb\pom.xmla572756592c969affd0ce87885724e74839176fb;1.5
F:\Valentino\Progetti_da_buildare_2\tomcat6b61911f94d6d8d49ee933c5f1882a7e7c336d2c\pom.xml6b61911f94d6d8d49ee933c5f1882a7e7c336d2c;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\uaa8a599448781acd481aa9dab1b0bde3424e00ced\pom.xml8a599448781acd481aa9dab1b0bde3424e00ced;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts72471d7075681bea52046645ad7aa34e9c53751e\pom.xml72471d7075681bea52046645ad7aa34e9c53751e;non trovata
F:\Valentino\Progetti_da_buildare_2\itext7930a1c81f8ea4952df540f041befbfa2d6757838\pom.xml930a1c81f8ea4952df540f041befbfa2d6757838;1.7
F:\Valentino\Progetti_da_buildare_2\uaa1368817fe4f4899c06089c940830525bc0327ee\pom.xml1368817fe4f4899c06089c940830525bc0327ee;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\jBCrypt0c28b698e79b132391be8333107040d774c79995\pom.xml0c28b698e79b132391be8333107040d774c79995;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\uaa96a294013c0c9a13ef32afc49d2b759f5107dc4\pom.xml96a294013c0c9a13ef32afc49d2b759f5107dc4;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts1-forevereda3a79907ed8fcb0387a0496d0cb14332f250e8\pom.xmleda3a79907ed8fcb0387a0496d0cb14332f250e8;1.4
F:\Valentino\Progetti_da_buildare_2\tomcate28dd578fad90a6d5726ec34f3245c9f99d909a5\pom.xmle28dd578fad90a6d5726ec34f3245c9f99d909a5;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcat816552abf6735fa37dfd37c8a7bfbdbd045477e0\pom.xml816552abf6735fa37dfd37c8a7bfbdbd045477e0;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcatff8789737a0a64c12d68929497f16d8021052048\pom.xmlff8789737a0a64c12d68929497f16d8021052048;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\uaa66166d17781aa257ff77a2fb7c69f72d0b611be\pom.xml66166d17781aa257ff77a2fb7c69f72d0b611be;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts086b63735527d4bb0c1dd0d86a7c0374b825ff2\pom.xml086b63735527d4bb0c1dd0d86a7c0374b825ff2;non trovata
F:\Valentino\Progetti_da_buildare_2\uaa01edea6337c8ddb2ab80906aa1254d3c1dc02fb\pom.xml01edea6337c8ddb2ab80906aa1254d3c1dc02fb;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\commons-compress6e95697e783767f3549f00d7d2e1b002eac4a3d4\pom.xml6e95697e783767f3549f00d7d2e1b002eac4a3d4;non trovata
F:\Valentino\Progetti_da_buildare_2\commons-compress8f702469cbf4c451b6dea349290bc4af0f6f76c7\pom.xml8f702469cbf4c451b6dea349290bc4af0f6f76c7;non trovata
F:\Valentino\Progetti_da_buildare_2\junrarad8d0ba8e155630da8a1215cee3f253e0af45817\pom.xmlad8d0ba8e155630da8a1215cee3f253e0af45817;1.6
F:\Valentino\Progetti_da_buildare_2\wicket-jquery-ui4ade74d87389935dee5ba49b8cdd0abb075cc50\pom.xml4ade74d87389935dee5ba49b8cdd0abb075cc50;1.8
F:\Valentino\Progetti_da_buildare_2\Resteasy9b7d0f574cafdcf3bea5428f3145ab4908fc6d83\pom.xml9b7d0f574cafdcf3bea5428f3145ab4908fc6d83;non trovata
F:\Valentino\Progetti_da_buildare_2\tomcat2d7dbfe4c63a4242a9b28fdb662d91ceb7a84630\pom.xml2d7dbfe4c63a4242a9b28fdb662d91ceb7a84630;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\netty9e2c400f89c5badc39919f811179d3d42ac5257c\pom.xml9e2c400f89c5badc39919f811179d3d42ac5257c;non trovata
F:\Valentino\Progetti_da_buildare_2\wicket-jquery-uifa0ce80f8e92c28c801773ed7c28621ae98e872\pom.xmlfa0ce80f8e92c28c801773ed7c28621ae98e872;1.6
F:\Valentino\Progetti_da_buildare_2\commons-compressb06f7b41c936ef1a79589d16ea5c1d8b93f71f66\pom.xmlb06f7b41c936ef1a79589d16ea5c1d8b93f71f66;non trovata
F:\Valentino\Progetti_da_buildare_2\uaa57a15dfb7e0e3a59019ebe951793b586512b196\pom.xml57a15dfb7e0e3a59019ebe951793b586512b196;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcat5971f9392edc6d70808b2599b062b050fcd11d23\pom.xml5971f9392edc6d70808b2599b062b050fcd11d23;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\spring-frameworkc6503ebbf7c9e21ff022c58706dbac5417b2b5eb\pom.xmlc6503ebbf7c9e21ff022c58706dbac5417b2b5eb;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\commons-fileupload774ef160d591b579f703c694002e080f99bcd28b\pom.xml774ef160d591b579f703c694002e080f99bcd28b;1.5
F:\Valentino\Progetti_da_buildare_2\spring-webflowdf0ea\pom.xmldf0ea;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\uaab599af2062aad5580661e035087fdd9bd266b92\pom.xmlb599af2062aad5580661e035087fdd9bd266b92;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\java-cas-clientae37092100c8eaec610dab6d83e5e05a8ee58814\pom.xmlae37092100c8eaec610dab6d83e5e05a8ee58814;1.5
F:\Valentino\Progetti_da_buildare_2\uaa96f702681676d829628a23db171ffa79a32f03af\pom.xml96f702681676d829628a23db171ffa79a32f03af;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcat0ff4905158b77787a7f3aca55c9dec93456665dc\pom.xml0ff4905158b77787a7f3aca55c9dec93456665dc;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts030ffa33543f8953306ed0c0dc815c7fb74d7129\pom.xml030ffa33543f8953306ed0c0dc815c7fb74d7129;non trovata
F:\Valentino\Progetti_da_buildare_2\spring-frameworkc8e320019ffe7298fc4cbeeb194b2bfd6389b6d\pom.xmlc8e320019ffe7298fc4cbeeb194b2bfd6389b6d;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\git-client-plugin75ea3fe05650fc6ca09046a72493e2b3f066fb98\pom.xml75ea3fe05650fc6ca09046a72493e2b3f066fb98;1.7
F:\Valentino\Progetti_da_buildare_2\uaa460627ed419e4227b10ff121248b3ffc009011a9\pom.xml460627ed419e4227b10ff121248b3ffc009011a9;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcat639e20992a66d7a42fb59c974db91c8a0f730a1e\pom.xml639e20992a66d7a42fb59c974db91c8a0f730a1e;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\uaabbf6751bc0d87c4a3aaf21b54e26ce328ab998b\pom.xmlbbf6751bc0d87c4a3aaf21b54e26ce328ab998b;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\pgjdbccdeeaca47dc3bc6f727c79a582c9e4123099526e\pom.xmlcdeeaca47dc3bc6f727c79a582c9e4123099526e;non trovata
F:\Valentino\Progetti_da_buildare_2\strutsd934c6e7430b7b98e43a0a085a2304bd31a75c3d\pom.xmld934c6e7430b7b98e43a0a085a2304bd31a75c3d;non trovata
F:\Valentino\Progetti_da_buildare_2\spring-framework874859493bbda59739c38c7e52eb3625f247b93\pom.xml874859493bbda59739c38c7e52eb3625f247b93;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts1f301038a751bf16e525607c3db513db835b2999\pom.xml1f301038a751bf16e525607c3db513db835b2999;non trovata
F:\Valentino\Progetti_da_buildare_2\nmap4j06b58aa3345d2f977553685a026b93e61f0c491e\pom.xml06b58aa3345d2f977553685a026b93e61f0c491e;1.8
F:\Valentino\Progetti_da_buildare_2\okhttp3ccb46dd16b6ec98f70b0ee53eafe5ed6380891e\pom.xml3ccb46dd16b6ec98f70b0ee53eafe5ed6380891e;1.7
F:\Valentino\Progetti_da_buildare_2\tikal-multijob-plugin2424cec7a099fe4392f052a754fadc28de9f8d86\pom.xml2424cec7a099fe4392f052a754fadc28de9f8d86;non trovata
F:\Valentino\Progetti_da_buildare_2\spring-frameworkdac97f1b7dac3e70ff603fb6fc9f205b95dd6b01\pom.xmldac97f1b7dac3e70ff603fb6fc9f205b95dd6b01;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\uaa4e4d653edb6b8f68e12b7c415e07e068b1574b8\pom.xml4e4d653edb6b8f68e12b7c415e07e068b1574b8;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\spring-webflow084b4\pom.xml084b4;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcate246e5fc13307da0a5d3bbf860d64d97be1c40f8\pom.xmle246e5fc13307da0a5d3bbf860d64d97be1c40f8;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\spring-framework695bf2961feffd35b5560ccc982a2189dcca611\pom.xml695bf2961feffd35b5560ccc982a2189dcca611;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcat81bb49ad58fc7b1177a86ba82abf0271d07ceeb7\pom.xml81bb49ad58fc7b1177a86ba82abf0271d07ceeb7;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcat763a56b45999653ce648a18462b8a826809215b1\pom.xml763a56b45999653ce648a18462b8a826809215b1;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\spring-framework1db7e02de3eb0c011ee6681f5a12eb9d166fea8\pom.xml1db7e02de3eb0c011ee6681f5a12eb9d166fea8;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcat9233d9d6a018be4415d4d7d6cb4fe01176adf1a8\pom.xml9233d9d6a018be4415d4d7d6cb4fe01176adf1a8;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\spring-framework1c5cab2a4069ec3239c531d741aeb07a434f521b\pom.xml1c5cab2a4069ec3239c531d741aeb07a434f521b;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts237432512df0e27013f7c7b9ab59fdce44ca34a5\pom.xml237432512df0e27013f7c7b9ab59fdce44ca34a5;non trovata
F:\Valentino\Progetti_da_buildare_2\httpcomponents-client08140864e3e4c0994e094c4cf0507932baf6a66\pom.xml08140864e3e4c0994e094c4cf0507932baf6a66;non trovata
