"CWE-ID","Method-ID","Fix Commit","Parent Commit","Badness","Tool-ID","Size","Start","End"
"CWE-264","java/org/apache/catalina/servlets/DefaultServlet.java$findXsltInputStream","913d94b289e056107e521dbab8e79cc72a62a331","970c23bfd24dfa1dcb86ed917e6c8b47dcfb4433","false","TOOL ID","42","1501","1543"
"CWE-264","java/org/apache/catalina/servlets/DefaultServlet.java$validateGlobalXsltFile","913d94b289e056107e521dbab8e79cc72a62a331","970c23bfd24dfa1dcb86ed917e6c8b47dcfb4433","false","TOOL ID","19","1560","1579"
"CWE-20","core/src/main/java/org/apache/struts2/dispatcher/mapper/DefaultActionMapper.java$parseNameAndNamespace","6e87474f9ad0549f07dd2c37d50a9ccd0977c6e","","true","TOOL ID","52","355","407"
"CWE-502","plugins/rest/src/main/java/org/apache/struts2/rest/handler/XStreamHandler.java$createXStream","19494718865f2fb7da5ea363de3822f87fbda26","ff6148795ac52e6de5b80c01e7a1a0cc4da61857","false","TOOL ID","2","49","51"
"CWE-502","plugins/rest/src/main/java/org/apache/struts2/rest/handler/XStreamHandler.java$fromObject","19494718865f2fb7da5ea363de3822f87fbda26","ff6148795ac52e6de5b80c01e7a1a0cc4da61857","false","TOOL ID","6","36","42"
"CWE-502","plugins/rest/src/main/java/org/apache/struts2/rest/handler/XStreamHandler.java$toObject","19494718865f2fb7da5ea363de3822f87fbda26","ff6148795ac52e6de5b80c01e7a1a0cc4da61857","false","TOOL ID","3","44","47"
"CWE-502","plugins/rest/src/main/java/org/apache/struts2/rest/handler/XStreamHandler.java$getExtension","19494718865f2fb7da5ea363de3822f87fbda26","ff6148795ac52e6de5b80c01e7a1a0cc4da61857","false","TOOL ID","2","57","59"
"CWE-399","src/java/org/jivesoftware/openfire/spi/ConnectionManagerImpl.java$createClientListeners","c9cd1e521673ef0cccb8795b78d3cbaefb8a576a","9d4ff701f3e7871d0a1addb146fe7c8da1825a40","false","TOOL ID","17","311","328"
"CWE-399","src/java/org/jivesoftware/openfire/spi/ConnectionManagerImpl.java$createClientSSLListeners","c9cd1e521673ef0cccb8795b78d3cbaefb8a576a","9d4ff701f3e7871d0a1addb146fe7c8da1825a40","false","TOOL ID","65","374","439"
"CWE-264","java/org/apache/catalina/startup/FailedContext.java$getCatalinaHome","970c23bfd24dfa1dcb86ed917e6c8b47dcfb4433","","true","TOOL ID","1","692","693"
"CWE-20","core/src/main/java/com/opensymphony/xwork2/validator/validators/URLValidator.java$validate","554b9dddb0fbd1e581ef577dd62a7c22955ad0f6","","true","TOOL ID","13","48","61"
"CWE-20","core/src/main/java/org/apache/struts2/result/ServletActionRedirectResult.java$execute","6efaf900d4ffb7be8a74065af5553bad2389f72","","true","TOOL ID","19","160","179"
"CWE-20","core/src/main/java/org/apache/struts2/result/ServletActionRedirectResult.java$execute","b3bad5ea44f3fd9edb2cb491192c5900f46d45d","1fec084542c3bfe9c6733a947b3798210f73f8e8","false","TOOL ID","18","160","178"
"CWE-362","java/org/apache/tomcat/util/net/NioEndpoint.java$isClosed","ed4b9d791f9470e4c3de691dd0153a9ce431701b","","true","TOOL ID","3","1142","1145"
"CWE-362","java/org/apache/tomcat/util/net/NioEndpoint.java$run","ed4b9d791f9470e4c3de691dd0153a9ce431701b","","true","TOOL ID","37","485","522"
"CWE-362","java/org/apache/tomcat/util/net/NioEndpoint.java$cancelledKey","ed4b9d791f9470e4c3de691dd0153a9ce431701b","","true","TOOL ID","54","639","693"
"CWE-20","core/src/main/java/org/apache/struts2/views/freemarker/FreemarkerManager.java$createConfiguration","637ad1c3707266c33daabb18d7754e795e6681f","1a8111e0ea8d5183b830ea73352a2e0b0cbe3d86","false","TOOL ID","18","315","333"
"CWE-1188","test/org/apache/catalina/filters/TesterFilterConfigs.java$getFilterConfigDecorateRequestDisabled","d83a76732e6804739b81d8b2056365307637b42d","6513dbd4a1751fdabfba97c97a60f7086ebb3082","false","TOOL ID","16","238","254"
