F:\Valentino\Progetti_da_buildare_2\tomcatd83a76732e6804739b81d8b2056365307637b42d\pom.xmld83a76732e6804739b81d8b2056365307637b42d;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts19494718865f2fb7da5ea363de3822f87fbda26\pom.xml19494718865f2fb7da5ea363de3822f87fbda26;1.7
F:\Valentino\Progetti_da_buildare_2\tomcat313ba522851a32e798d94c7250e1ec80a1d30a22\pom.xml313ba522851a32e798d94c7250e1ec80a1d30a22;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcatce70ee6b8fe437a498a375215011056702b0c481\pom.xmlce70ee6b8fe437a498a375215011056702b0c481;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcat5517c5517e8a7ddb994504f0c5c05001a376b10c\pom.xml5517c5517e8a7ddb994504f0c5c05001a376b10c;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\tomcat913d94b289e056107e521dbab8e79cc72a62a331\pom.xml913d94b289e056107e521dbab8e79cc72a62a331;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\libpam4jbf826bbb48a118b8e42c45cd87abb1cf415d4239\pom.xmlbf826bbb48a118b8e42c45cd87abb1cf415d4239;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts67ecf3a21608e20449bcb7895b22204b400fecd4\pom.xml67ecf3a21608e20449bcb7895b22204b400fecd4;1.7
F:\Valentino\Progetti_da_buildare_2\strutsa245226b7f1fa2a2cd94508b132f0220989c1e5b\pom.xmla245226b7f1fa2a2cd94508b132f0220989c1e5b;1.7
F:\Valentino\Progetti_da_buildare_2\struts8a04e80f01350c90f053d71366d5e0c2186fded\pom.xml8a04e80f01350c90f053d71366d5e0c2186fded;1.7
F:\Valentino\Progetti_da_buildare_2\tomcatefb860b3ff8ebcf606199b8d0d432f76898040da\pom.xmlefb860b3ff8ebcf606199b8d0d432f76898040da;non esiste il pom
F:\Valentino\Progetti_da_buildare_2\struts8a04e80f01350c90f053d71366d5e0c2186fded5\pom.xml8a04e80f01350c90f053d71366d5e0c2186fded5;1.7
F:\Valentino\Progetti_da_buildare_2\strutseb71d8869648fdd6418d10f4fc07ef83f9180792\pom.xmleb71d8869648fdd6418d10f4fc07ef83f9180792;1.7
