"CWE-ID","Project-Name","Method-ID","Fix Commit","Parent Commit","Badness","Tool-ID","Size","Start","End"
"CWE-352","saltstack-plugin","src/main/java/com/waytta/SaltAPIStep.java$doTestConnection","5306bcc438ff989e4b1999a0208fd6854979999b","","false","TOOL ID","8","190","198"
"CWE-352","saltstack-plugin","src/main/java/com/waytta/SaltAPIStep.java$doFillCredentialsIdItems","5306bcc438ff989e4b1999a0208fd6854979999b","","false","TOOL ID","7","177","184"
"CWE-297","pgjdbc","pgjdbc/src/main/java/org/postgresql/core/PGStream.java$hasMessagePending","cdeeaca47dc3bc6f727c79a582c9e4123099526e","","false","TOOL ID","14","112","126"
"CWE-287","infinispan","server/integration/endpoint/src/main/java/org/infinispan/server/endpoint/subsystem/RestConnectorResource.java$registerChildren","f2d54c4ecb75c7264d4160ca7c461135712201a9","f727ba69f26e068801b7811cab3a307f9578d9bc","true","TOOL ID","3","111","114"
"CWE-20","oozie","core/src/main/java/org/apache/oozie/util/ConfigUtils.java$isBackwardSupportForCoordStatus","d50df341432df1049c6c85bf2dcda9eb0be04d73","a74e4bd1b2f16730d7ab6e2470ac27c666536178","true","TOOL ID","2","120","122"
"CWE-22","storm","storm-core/src/jvm/org/apache/storm/localizer/Localizer.java$downloadBlob","f61e5daf299d6c37c7ad65744d02556c94a16a4","","false","TOOL ID","135","510","645"
"CWE-863","geode","geode-core/src/main/java/org/apache/geode/management/internal/cli/functions/ContinuousQueryFunction.java$getRequiredPermissions","aa469239860778eb46e09dd7b390aee08f152480","82f41a489fb5a127fc760c209f1f05190a76da9e","true","TOOL ID","3","109","112"
"CWE-20","oozie","core/src/main/java/org/apache/oozie/command/wf/SubmitHttpXCommand.java$execute","d50df341432df1049c6c85bf2dcda9eb0be04d73","","false","TOOL ID","68","173","241"
"CWE-310","tomcat","java/org/apache/tomcat/util/net/jsse/JSSESocketFactory.java$acceptSocket","30af3f5630542a2340781f66553e734a6fd69701","760f24921fe95d05586b43586ca19e4585d8b7f5","true","TOOL ID","15","155","170"
"CWE-310","tomcat","java/org/apache/tomcat/util/net/jsse/JSSESocketFactory.java$handshake","30af3f5630542a2340781f66553e734a6fd69701","760f24921fe95d05586b43586ca19e4585d8b7f5","true","TOOL ID","7","191","198"
"CWE-20","spring-data-rest","spring-data-rest-webmvc/src/main/java/org/springframework/data/rest/webmvc/json/patch/PatchOperation.java$evaluateValueFromTarget","8f269e28fe8038a6c60f31a1c36cfda04795ab45","f49b54418d015cf6619ae0cd7cca936407eb47df","true","TOOL ID","4","192","196"
"CWE-264","hibernate-validator","engine/src/main/java/org/hibernate/validator/internal/util/annotationfactory/AnnotationProxy.java$getAnnotationValues","e8c42b689df8c6752d635d02c6518da3fece3870","","false","TOOL ID","30","157","187"
"CWE-264","hibernate-validator","engine/src/main/java/org/hibernate/validator/internal/util/annotationfactory/AnnotationProxy.java$getAnnotationMemberValue","e8c42b689df8c6752d635d02c6518da3fece3870","","false","TOOL ID","13","256","269"
"CWE-79","cxf","rt/transports/http/src/main/java/org/apache/cxf/transport/servlet/BaseUrlHelper.java$getBaseURL","1be97cb13aef121b799b1be4d9793c0e8b925a12","","false","TOOL ID","28","37","65"
"CWE-470","hibernate-validator","engine/src/main/java/org/hibernate/validator/internal/metadata/aggregated/PropertyMetaData.java$getAccessible","0778a5c98b817771a645c6f4ba0b28dd8b5437b","ce6f082d81eead6e3bde5349e42be71db8e94a16","true","TOOL ID","18","117","135"
"CWE-119","tomcat","java/org/apache/coyote/http2/Http2Parser.java$onHeadersComplete","079372fc7bac8e2e378942715c9ce26a4a72c07a","e4bdc8ab50b13ffe66ecdf242db5a83199f4dad1","true","TOOL ID","14","405","419"
"CWE-119","tomcat","java/org/apache/coyote/http2/Http2Parser.java$readHeaderPayload","079372fc7bac8e2e378942715c9ce26a4a72c07a","e4bdc8ab50b13ffe66ecdf242db5a83199f4dad1","true","TOOL ID","21","381","402"
"CWE-22","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/resource/ResourceHttpRequestHandler.java$isInvalidPath","9beae9ae4226c45cd428035dae81214439324676","","false","TOOL ID","29","266","295"
"CWE-22","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/resource/ResourceHttpRequestHandler.java$getResource","9beae9ae4226c45cd428035dae81214439324676","","false","TOOL ID","60","162","222"
"CWE-22","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/resource/PathResourceResolver.java$isResourceUnderLocation","91b803a2310344d925e5d4b1709bbcea9037554","f9df8c738a4eb9fff292f58a82be7ba09e1c3097","true","TOOL ID","44","225","269"
"CWE-22","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/resource/PathResourceResolver.java$shouldEncodeRelativePath","91b803a2310344d925e5d4b1709bbcea9037554","f9df8c738a4eb9fff292f58a82be7ba09e1c3097","true","TOOL ID","3","291","294"
"CWE-79","cxf","rt/transports/http/src/main/java/org/apache/cxf/transport/servlet/BaseUrlHelper.java$getBaseURL","a30397b0c7c4b7fc83e9a4bae71df342c194b60f","","false","TOOL ID","24","37","61"
"CWE-20","struts1-forever","src/share/org/apache/struts/action/ActionServlet.java$initOther","212bb0f7c57617b7b9c44cb1e056bd1e597c8e16","","false","TOOL ID","37","1062","1099"
"CWE-79","jenkins","core/src/main/java/hudson/model/Api.java$doXml","df87e12ddcfeafdba6e0de0e07b3e21f8473ece6","","false","TOOL ID","108","89","197"
"CWE-352","spring-framework","spring-web/src/main/java/org/springframework/http/converter/xml/Jaxb2RootElementHttpMessageConverter.java$readFromSource","edba32b3093703d5e9ed42b5b8ec23ecc1998398","","false","TOOL ID","20","88","108"
"CWE-254","spring-framework","spring-websocket/src/main/java/org/springframework/web/socket/sockjs/transport/TransportHandlingSockJsService.java$handleTransportRequest","dc5b5ca8ee09c890352f89b2dae58bc0132d6545","6e54fc960a6d0241f2520f7296312a0db1edd5c7","true","TOOL ID","85","189","274"
"CWE-502","spark","launcher/src/main/java/org/apache/spark/launcher/LauncherConnection.java$run","772a9b969aa179150aa216e9efd950e512e9d0b4","","false","TOOL ID","25","52","77"
"CWE-200","jenkins","core/src/main/java/hudson/logging/LogRecorderManager.java$init","6867e4469525d16319b1bae9c840b933fe4e23c4","727d58f690abf64f543407e1de3545eca76ad30e","true","TOOL ID","3","197","200"
"CWE-862","tikal-multijob-plugin","src/main/java/com/tikal/jenkins/plugins/multijob/MultiJobResumeBuild.java$getIconFileName","3e6ab85019334a5b2a438264afdebe439cfc82b4","","false","TOOL ID","2","22","24"
"CWE-862","tikal-multijob-plugin","src/main/java/com/tikal/jenkins/plugins/multijob/MultiJobResumeBuild.java$getTarget","3e6ab85019334a5b2a438264afdebe439cfc82b4","","false","TOOL ID","4","71","75"
"CWE-502","ignite","modules/core/src/main/java/org/apache/ignite/internal/IgniteKernal.java$start","340569b8f4e14a4cb61a9407ed2d9aa4a20bdf49","ce96e4f3ed7c151b7f3e845981d7470d707c4050","true","TOOL ID","569","702","1271"
"CWE-552","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/AbstractMessageConverterMethodProcessor.java$AbstractMessageConverterMethodProcessor","2bd1daa75ee0b8ec33608ca6ab065ef3e1815543","","false","TOOL ID","7","104","111"
"CWE-552","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/mvc/method/annotation/AbstractMessageConverterMethodProcessor.java$writeWithMessageConverters","2bd1daa75ee0b8ec33608ca6ab065ef3e1815543","","false","TOOL ID","87","146","233"
"CWE-295","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/provider/ldap/ProcessLdapProperties.java$process","bc91ccd2029e8f1cea0c647f0c9aad4585f7a2c","","false","TOOL ID","10","36","46"
"CWE-552","spring-framework","spring-web/src/main/java/org/springframework/web/accept/PathExtensionContentNegotiationStrategy.java$handleNoMatch","2bd1daa75ee0b8ec33608ca6ab065ef3e1815543","161fd986566b12fc6eb776cd5e48e3fdb9910e72","true","TOOL ID","14","122","136"
"CWE-264","hibernate-validator","engine/src/main/java/org/hibernate/validator/internal/xml/ConstrainedGetterBuilder.java$findGetter","e8c42b689df8c6752d635d02c6518da3fece3870","1d6d3f5be47a90d9bfa8532e09018be3a927569e","true","TOOL ID","14","103","117"
"CWE-611","activemq","activemq-client/src/main/java/org/apache/activemq/filter/XPathExpression.java$getXPathEvaluatorConstructor","b9696ac80bb496b52d05c3884f81b0746d9af9e2","4fa10356f09908d8cfb9fd4448983ac6d7e80ee7","true","TOOL ID","6","73","79"
"CWE-611","activemq","activemq-client/src/main/java/org/apache/activemq/filter/XPathExpression.java$createEvaluator","b9696ac80bb496b52d05c3884f81b0746d9af9e2","4fa10356f09908d8cfb9fd4448983ac6d7e80ee7","true","TOOL ID","12","81","93"
"CWE-200","xstream","xstream/src/java/com/thoughtworks/xstream/io/xml/DomDriver.java$DomDriver","696ec886a23dae880cf12e34e1fe09c5df8fe94","","false","TOOL ID","9","62","71"
"CWE-20","tomcat","java/org/apache/coyote/http11/filters/ChunkedInputFilter.java$recycle","d6a9898125f34e593de426e8c7dabb0f224fc00f","","false","TOOL ID","9","259","268"
"CWE-20","tomcat","java/org/apache/coyote/http11/filters/ChunkedInputFilter.java$parseChunkHeader","d6a9898125f34e593de426e8c7dabb0f224fc00f","","false","TOOL ID","60","311","371"
"CWE-20","tomcat","java/org/apache/coyote/http11/filters/ChunkedInputFilter.java$ChunkedInputFilter","d6a9898125f34e593de426e8c7dabb0f224fc00f","","false","TOOL ID","3","135","138"
"CWE-22","hadoop","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileUtil.java$unZip","1373e3d8ad60e4da721a292912cb69243bfdf47","","false","TOOL ID","41","620","661"
"CWE-22","hadoop","hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/fs/FileUtil.java$unpackEntries","1373e3d8ad60e4da721a292912cb69243bfdf47","","false","TOOL ID","47","744","791"
"CWE-119","spring-framework","spring-oxm/src/main/java/org/springframework/oxm/jaxb/Jaxb2Marshaller.java$unmarshal","5a711c05ec750f069235597173084c2ee796242","","false","TOOL ID","29","753","782"
"CWE-119","spring-framework","spring-oxm/src/main/java/org/springframework/oxm/jaxb/Jaxb2Marshaller.java$processSource","5a711c05ec750f069235597173084c2ee796242","","false","TOOL ID","42","804","846"
"CWE-119","spring-framework","spring-oxm/src/main/java/org/springframework/oxm/jaxb/Jaxb2Marshaller.java$setProcessExternalEntities","5a711c05ec750f069235597173084c2ee796242","","false","TOOL ID","5","420","425"
"CWE-264","elasticsearch","src/main/java/org/elasticsearch/env/Environment.java$resolveConfig","f5cfb2a1869d1a52930cbd3138278a6e2c1b22e6","e575a543ba3334bceae19da5013c557dccbe7200","true","TOOL ID","36","178","214"
"CWE-264","elasticsearch","src/main/java/org/elasticsearch/env/Environment.java$Environment","f5cfb2a1869d1a52930cbd3138278a6e2c1b22e6","e575a543ba3334bceae19da5013c557dccbe7200","true","TOOL ID","45","64","109"
"CWE-264","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/handler/AbstractHandlerMapping.java$preHandle","a30ab30e4e9ae021fdda04e9abfc228476b846b5","a25c43f695b1e527cdc8d7c987534fcb1029bb2c","true","TOOL ID","5","499","504"
"CWE-264","spring-framework","spring-webmvc/src/main/java/org/springframework/web/servlet/handler/AbstractHandlerMapping.java$handleRequest","a30ab30e4e9ae021fdda04e9abfc228476b846b5","a25c43f695b1e527cdc8d7c987534fcb1029bb2c","true","TOOL ID","5","482","487"
"CWE-200","jenkins","core/src/main/java/jenkins/util/VirtualFile.java$isIllegalSymlink","c19cc705688cfffa4fe735e0edbe84862b6c135f","","false","TOOL ID","14","330","344"
"CWE-200","jenkins","core/src/main/java/jenkins/util/VirtualFile.java$FilePathVF","c19cc705688cfffa4fe735e0edbe84862b6c135f","","false","TOOL ID","3","406","409"
"CWE-200","jenkins","core/src/main/java/jenkins/util/VirtualFile.java$run","c19cc705688cfffa4fe735e0edbe84862b6c135f","","false","TOOL ID","6","491","497"
"CWE-200","jenkins","core/src/main/java/jenkins/util/VirtualFile.java$forFilePath","c19cc705688cfffa4fe735e0edbe84862b6c135f","","false","TOOL ID","2","400","402"
"CWE-200","jenkins","core/src/main/java/jenkins/util/VirtualFile.java$list","c19cc705688cfffa4fe735e0edbe84862b6c135f","","false","TOOL ID","11","441","452"
"CWE-200","jenkins","core/src/main/java/jenkins/util/VirtualFile.java$open","c19cc705688cfffa4fe735e0edbe84862b6c135f","","false","TOOL ID","9","319","328"
"CWE-200","jenkins","core/src/main/java/jenkins/util/VirtualFile.java$child","c19cc705688cfffa4fe735e0edbe84862b6c135f","","false","TOOL ID","2","460","462"
"CWE-310","bc-java","core/src/main/java/org/bouncycastle/math/ec/custom/sec/SecP192K1Curve.java$SecP192K1Curve","5cb2f0578e6ec8f0d67e59d05d8c4704d8e05f83","","false","TOOL ID","12","20","32"
"CWE-611","lucene-solr","solr/contrib/dataimporthandler/src/java/org/apache/solr/handler/dataimport/DataImporter.java$loadDataConfig","02c693f3713add1b4891cbaa87127de3a55c10f","","false","TOOL ID","49","190","239"
"CWE-200","tomcat","java/org/apache/jasper/compiler/TagLibraryInfoImpl.java$parseTLD","b9e06ead01984483af73f48e7861bc7897f5e84f","72613a0e2f88af789c2acc7093c82ff02b95b6d1","true","TOOL ID","91","210","301"
"CWE-16","spring-framework","org.springframework.web/src/main/java/org/springframework/web/util/ExpressionEvaluationUtils.java$evaluate","c8649087792d07df209fc75e0f9e2e3284e09fe","bbcf358a9d9c2391955eb21f4fad09a2f101636c","true","TOOL ID","9","90","99"
"CWE-16","spring-framework","org.springframework.web/src/main/java/org/springframework/web/util/ExpressionEvaluationUtils.java$evaluateString","c8649087792d07df209fc75e0f9e2e3284e09fe","bbcf358a9d9c2391955eb21f4fad09a2f101636c","true","TOOL ID","9","109","118"
"CWE-16","spring-framework","org.springframework.web/src/main/java/org/springframework/web/util/ExpressionEvaluationUtils.java$evaluateInteger","c8649087792d07df209fc75e0f9e2e3284e09fe","bbcf358a9d9c2391955eb21f4fad09a2f101636c","true","TOOL ID","9","128","137"
"CWE-16","spring-framework","org.springframework.web/src/main/java/org/springframework/web/util/ExpressionEvaluationUtils.java$evaluateBoolean","c8649087792d07df209fc75e0f9e2e3284e09fe","bbcf358a9d9c2391955eb21f4fad09a2f101636c","true","TOOL ID","9","147","156"
"CWE-417","spring-security","web/src/main/java/org/springframework/security/web/firewall/DefaultHttpFirewall.java$isNormalized","666e356ebc479194ba51e43bb99fc42f849b6175","","false","TOOL ID","20","106","126"
"CWE-417","spring-security","web/src/main/java/org/springframework/security/web/firewall/DefaultHttpFirewall.java$getFirewalledRequest","666e356ebc479194ba51e43bb99fc42f849b6175","","false","TOOL ID","15","45","60"
"CWE-863","geode","geode-core/src/main/java/org/apache/geode/management/internal/cli/functions/UnregisterFunction.java$getId","6df14c8b1e3c644f9f810149e80bba0c2f073dab","6501fb55edc11291e06d285227d5714a416916b0","true","TOOL ID","4","47","51"
"CWE-20","tomcat80","java/org/apache/tomcat/util/http/fileupload/MultipartStream.java$MultipartStream","d752a415a875e888d8c8d0988dfbde95c2c6fb1d","6d0a851302cdac439f2d4026314b7d3fc5231e73","true","TOOL ID","31","283","314"
"CWE-611","lucene-solr","solr/core/src/java/org/apache/solr/util/SystemIdResolver.java$resolveEntity","1b760114216fcdfae138a8b37f183a9293c4911","","false","TOOL ID","29","122","151"
"CWE-502","ignite","modules/core/src/main/java/org/apache/ignite/spi/discovery/tcp/TcpDiscoverySpi.java$injectResources","340569b8f4e14a4cb61a9407ed2d9aa4a20bdf49","","false","TOOL ID","14","547","561"
"CWE-22","tomcat","java/org/apache/catalina/core/StandardContext.java$setMapperContextRootRedirectEnabled","89cd0cf33a99dbbcf5c69050a83b6876e39269d7","","false","TOOL ID","3","826","829"
"CWE-20","syncope","ext/saml2sp/logic/src/main/java/org/apache/syncope/core/logic/saml2/SAML2ReaderWriter.java$init","ad31479c1c543ac7d26b8c882aa14f6c00c1fd0","63d5e2df8b27b9fb2990678010d2201b6d0eadfb","true","TOOL ID","32","98","130"
"CWE-94","struts","core/src/main/java/org/apache/struts2/dispatcher/mapper/DefaultActionMapper.java$cleanupActionName","cfb6e9afbae320a4dd5bdd655154ab9fe5a92c1","8b4fc81daeea3834bcbf73de5f48d0021917aa37","true","TOOL ID","17","434","451"
"CWE-640","uaa","login/src/main/java/org/cloudfoundry/identity/uaa/login/ResetPasswordController.java$ResetPasswordController","cd31cc397fe17389d95b83d6a9caa46eebc54faf","7c70a85f4c7b5a9b1603bc57cab14a7ffef2168b","true","TOOL ID","7","54","61"
"CWE-640","uaa","login/src/main/java/org/cloudfoundry/identity/uaa/login/ResetPasswordController.java$resetPassword","cd31cc397fe17389d95b83d6a9caa46eebc54faf","7c70a85f4c7b5a9b1603bc57cab14a7ffef2168b","true","TOOL ID","30","146","176"
"CWE-640","uaa","login/src/main/java/org/cloudfoundry/identity/uaa/login/ResetPasswordController.java$resetPasswordPage","cd31cc397fe17389d95b83d6a9caa46eebc54faf","7c70a85f4c7b5a9b1603bc57cab14a7ffef2168b","true","TOOL ID","3","141","144"
"CWE-863","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/oauth/UaaTokenServices.java$readAccessToken","81aeb7a3aa048ea086c494f725d643e48dd9266","","false","TOOL ID","34","1095","1129"
"CWE-863","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/oauth/UaaTokenServices.java$loadAuthentication","81aeb7a3aa048ea086c494f725d643e48dd9266","","false","TOOL ID","65","1024","1089"
"CWE-264_CWE-200","jboss-seam","jboss-seam-remoting/src/main/java/org/jboss/seam/remoting/InterfaceGenerator.java$handle","090aa6252affc978a96c388e3fc2c1c2688d9bb5","","false","TOOL ID","40","63","103"
"CWE-189","tomcat55","connectors/util/java/org/apache/tomcat/util/buf/StringCache.java$toString","0314fe7743cb72e469cb395ccaaf2793a2ea0355","5d0369d7847bb749afca6029ea53c711a0e72244","true","TOOL ID","109","209","318"
"CWE-189","tomcat55","connectors/util/java/org/apache/tomcat/util/buf/StringCache.java$find","0314fe7743cb72e469cb395ccaaf2793a2ea0355","5d0369d7847bb749afca6029ea53c711a0e72244","true","TOOL ID","8","470","478"
"CWE-399","httpcomponents-client","httpclient/src/main/java-deprecated/org/apache/http/conn/ssl/SSLSocketFactory.java$connectSocket","6705924879810f617a7a21d34f16b6c0d61e8d34","","false","TOOL ID","17","387","404"
"CWE-19","camel","components/camel-http/src/main/java/org/apache/camel/component/http/HttpProducer.java$createRequestEntity","735ee02c693964b5f700af13a2adfeae56b848a4","515c822148d52de9e7cdf4f6b01f7b793f2f273f","true","TOOL ID","49","407","456"
"CWE-19","camel","components/camel-http/src/main/java/org/apache/camel/component/http/HttpProducer.java$extractResponseBody","735ee02c693964b5f700af13a2adfeae56b848a4","515c822148d52de9e7cdf4f6b01f7b793f2f273f","true","TOOL ID","32","283","315"
"CWE-79","activemq","activemq-web-console/src/main/java/org/apache/activemq/web/controller/SendMessage.java$isValidPropertyName","9dc43f3ffe85c9c56faee235a21f23bfceb865c8","","false","TOOL ID","3","229","232"
"CWE-200","hadoop","hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/src/main/java/org/apache/hadoop/mapreduce/task/reduce/LocalFetcher.java$copyMapOutput","6b710a42e00acca405e085724c89cda016cf7442","","false","TOOL ID","53","117","170"
"CWE-863","geode","geode-lucene/src/main/java/org/apache/geode/cache/lucene/internal/directory/DumpDirectoryFiles.java$optimizeForWrite","740289c61d60256c6270756bc84b9e24b76e4913","","false","TOOL ID","3","100","103"
"CWE-284","tomcat","java/org/apache/catalina/mbeans/JmxRemoteLifecycleListener.java$createServer","0e83ad3e547fc9a75a258799ef581249b40a82a6","","false","TOOL ID","48","297","345"
"CWE-284","tomcat","java/org/apache/catalina/mbeans/JmxRemoteLifecycleListener.java$lifecycleEvent","0e83ad3e547fc9a75a258799ef581249b40a82a6","","false","TOOL ID","91","203","294"
"CWE-502","bc-java","core/src/main/java/org/bouncycastle/pqc/math/linearalgebra/GF2nField.java$invertMatrix","4092ede58da51af9a21e4825fbad0d9a3ef5a223","","false","TOOL ID","61","149","210"
"CWE-79","syncope","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/ReportValidator.java$isValid","73aed0a741b1255f45893e3cada650147335073","","false","TOOL ID","48","34","82"
"CWE-79","syncope","client/enduser/src/main/java/org/apache/syncope/client/enduser/resources/UserSelfCreateResource.java$newResourceResponse","36fb466afd64894170fa5e2e030ce6895120b1a","30286d96515deb9a03c551d37129f9584ac31793","true","TOOL ID","142","56","198"
"CWE-502","camel","components/camel-jackson/src/main/java/org/apache/camel/component/jackson/JacksonDataFormat.java$unmarshal","2b0e96117d6f01eba0c18e2ff8df6a438e81972","","false","TOOL ID","20","158","178"
"CWE-611","lucene-solr","solr/core/src/java/org/apache/solr/schema/FileExchangeRateProvider.java$reload","1880d4824e6c5f98170b9a00aad1d437ee2aa12","","false","TOOL ID","49","160","209"
"CWE-863","geode","geode-core/src/main/java/org/apache/geode/management/internal/cli/functions/ChangeLogLevelFunction.java$getId","aa469239860778eb46e09dd7b390aee08f152480","","false","TOOL ID","4","74","78"
"CWE-388","tomcat","java/org/apache/tomcat/util/net/NioEndpoint.java$processSendfile","cbc9b18a845d3c8c053ac293dffda6c6c19dd92b","167e1e4ec99d26d34abb21583c72c5586fd6d1fd","true","TOOL ID","102","876","978"
"CWE-287","karaf","webconsole/features/src/main/java/org/apache/karaf/webconsole/features/Activator.java$doStart","cfa213ad680ded70b70bf0c648891a06386ef63","ccd1ec69bf5574a5a0d3dfdb473f1121c4c2ae88","true","TOOL ID","11","36","47"
"CWE-611","spring-integration","spring-integration-xml/src/main/java/org/springframework/integration/xml/transformer/support/XPathExpressionEvaluatingHeaderValueMessageProcessor.java$XPathExpressionEvaluatingHeaderValueMessageProcessor","59c69ed40d3755ef59f80872e0ea711adbb13620","0d1312874cad56f09d2f06e2d285730de3cbc111","true","TOOL ID","3","63","66"
"CWE-611","spring-integration","spring-integration-xml/src/main/java/org/springframework/integration/xml/transformer/support/XPathExpressionEvaluatingHeaderValueMessageProcessor.java$processMessage","59c69ed40d3755ef59f80872e0ea711adbb13620","0d1312874cad56f09d2f06e2d285730de3cbc111","true","TOOL ID","13","95","108"
"CWE-22_CWE-352_CWE-79","geronimo","framework/modules/geronimo-kernel/src/main/java/org/apache/geronimo/kernel/repository/AbstractRepository.java$copyToRepository","aa0c2c26dde8930cad924796af7c17a13d236b16","","false","TOOL ID","36","161","197"
"CWE-189","tomcat","java/org/apache/tomcat/util/http/Parameters.java$processParameters","c2508191c17acd5e530d80a623a4ac28a8b23128","233dcc857e0faf8bc94325be5fb287aa70ee944f","true","TOOL ID","165","204","369"
"CWE-78","ec2-plugin","src/main/java/hudson/plugins/ec2/UnixData.java$getDisplayName","180f7d0eae6031d67259a5d86d9d7d382f9eb05b","fd172822632ddb36ddd16e7e5102e68e8b156215","true","TOOL ID","3","34","37"
"CWE-78","ec2-plugin","src/main/java/hudson/plugins/ec2/UnixData.java$UnixData","180f7d0eae6031d67259a5d86d9d7d382f9eb05b","fd172822632ddb36ddd16e7e5102e68e8b156215","true","TOOL ID","5","15","20"
"CWE-79","activemq","activemq-web/src/main/java/org/apache/activemq/web/BrokerFacadeSupport.java$getQueueConsumers","fed39c3619825bd92990cf1aa7a4e85119e00a6e","","false","TOOL ID","8","172","180"
"CWE-287","kafka","clients/src/main/java/org/apache/kafka/common/security/scram/ScramSaslServer.java$evaluateResponse","0b4daa4bf48517b4b3e9cda11692e80ade620b0","","false","TOOL ID","54","78","132"
"CWE-287","kafka","clients/src/main/java/org/apache/kafka/common/security/scram/ScramSaslServer.java$getAuthorizationID","0b4daa4bf48517b4b3e9cda11692e80ade620b0","","false","TOOL ID","5","134","139"
"CWE-668","tomcat80","java/org/apache/catalina/core/AsyncContextImpl.java$fireOnComplete","6d73b079c55ee25dea1bbd0556bb568a4247dacd","","false","TOOL ID","21","99","120"
"CWE-611","uima-uimaj","uimaj-core/src/main/java/org/apache/uima/pear/util/XMLUtil.java$createSAXParser","39909bf21fd694f4fb792d1de8adc72562ead25e","6fb3c8532a28709246c4b74d373aef6bbe871527","true","TOOL ID","15","123","138"
"CWE-20","activemq","activemq-client/src/main/java/org/apache/activemq/util/ClassLoadingAwareObjectInputStream.java$isAllAllowed","e100638244c4ca5eb2a1f16bcdc671c9859c2694","","false","TOOL ID","2","91","93"
"CWE-20","activemq","activemq-client/src/main/java/org/apache/activemq/util/ClassLoadingAwareObjectInputStream.java$checkSecurity","e100638244c4ca5eb2a1f16bcdc671c9859c2694","","false","TOOL ID","16","95","111"
"CWE-264","uaa","server/src/main/java/org/cloudfoundry/identity/uaa/account/UaaResetPasswordService.java$forgotPassword","460627ed419e4227b10ff121248b3ffc009011a9","b3834364ab573e9655348193780a56a602fe87b7","true","TOOL ID","18","131","149"
"CWE-200","tomcat","java/org/apache/catalina/ant/ValidatorTask.java$execute","05c84ff8304a69a30b251f207a7b93c2c882564d","70dc3b279f7c99136c2c51bce8812508b4893c8b","true","TOOL ID","38","76","114"
"CWE-502","camel","components/camel-jackson/src/main/java/org/apache/camel/component/jackson/JacksonDataFormat.java$unmarshal","57d01e2fc8923263df896e9810329ee5b7f9b69","","false","TOOL ID","20","159","179"
"CWE-79","syncope","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/validation/entity/ReportValidator.java$isValid","73aed0a741b1255f45893e3cada650147335073","52b4d30c22bb7c58903b2f88155a7608a7824bd8","true","TOOL ID","38","34","72"
"CWE-19","camel","components/camel-jetty-common/src/main/java/org/apache/camel/component/jetty/CamelContinuationServlet.java$service","c558f30a6d3820faa3d8c4ad5e54448914ec60d0","735ee02c693964b5f700af13a2adfeae56b848a4","true","TOOL ID","151","57","208"
"CWE-863","geode","geode-connectors/src/main/java/org/apache/geode/connectors/jdbc/internal/cli/DestroyMappingFunction.java$createNotFoundResult","aa469239860778eb46e09dd7b390aee08f152480","82f41a489fb5a127fc760c209f1f05190a76da9e","true","TOOL ID","3","80","83"
"CWE-74","jolokia","agent/core/src/main/java/org/jolokia/http/AgentServlet.java$addJsr160DispatcherIfExternallyConfigured","fd7b93da30c61a45bac10d8b311f1b79a74910f","","false","TOOL ID","27","159","186"
"CWE-20","syncope","client/cli/src/main/java/org/apache/syncope/client/cli/commands/report/ReportSyncopeOperations.java$exportExecutionResult","ad31479c1c543ac7d26b8c882aa14f6c00c1fd0","63d5e2df8b27b9fb2990678010d2201b6d0eadfb","true","TOOL ID","47","55","102"
"CWE-22_CWE-611","spring-framework","spring-oxm/src/main/java/org/springframework/oxm/support/AbstractMarshaller.java$createXmlReader","8e096aeef55287dc829484996c9330cf755891a1","","false","TOOL ID","7","158","165"
"CWE-22_CWE-352_CWE-79","geronimo","plugins/monitoring/mconsole-war/src/main/java/org/apache/geronimo/monitoring/console/MonitoringPortlet.java$updateView","aa0c2c26dde8930cad924796af7c17a13d236b16","90188cc2a4faae4ca7fd68a04a9b597b981714a5","true","TOOL ID","43","506","549"
"CWE-22_CWE-352_CWE-79","geronimo","plugins/monitoring/mconsole-war/src/main/java/org/apache/geronimo/monitoring/console/MonitoringPortlet.java$updateGraph","aa0c2c26dde8930cad924796af7c17a13d236b16","90188cc2a4faae4ca7fd68a04a9b597b981714a5","true","TOOL ID","71","865","936"
"CWE-22_CWE-352_CWE-79","geronimo","plugins/monitoring/mconsole-war/src/main/java/org/apache/geronimo/monitoring/console/MonitoringPortlet.java$addView","aa0c2c26dde8930cad924796af7c17a13d236b16","90188cc2a4faae4ca7fd68a04a9b597b981714a5","true","TOOL ID","47","551","598"
