"Project fix commit","Parent Commit"
"https://github.com/restlet/restlet-framework-javafe75aff3af23b879b984db7a2b6824cee0ef0fc","93fbbc924c2c684f66a262c6e4338921f98fc91f"
"https://github.com/BigBadaboom/androidsvg44e4fbf1d0f6db295df34601972741d4cf706cbd","1c9dcb152130b0b8de59f9df4256fa349c695f25"
"https://github.com/apache/tomcat89cd0cf33a99dbbcf5c69050a83b6876e39269d7","a596b61747ee1470df29874a5bf85dd40c2db3bd"
"https://github.com/FasterXML/jackson-databind2235894210c75f624a3d0cd60bfb0434a20a18bf","f031f27a31625d07922bdd090664c69544200a5d"
"https://github.com/apache/syncope717289bc10b6f3b204cb6d14881f530174c6235","1edec313dde8e81da0e30dd639f7144f94a9d4ab"
"https://github.com/apache/tomcat803dd2fec73e0de1edc1d3eb1c52a01255fdfc84e7","a4bcf7b2c425ea58ecbdf50da245f908c139cd44"
"https://github.com/apache/hadoop6a4ae6f6eeed1392a4828a5721fa1499f65bdde","c3dce2620e111ce7b4552b570406bb9d18e7acc9"
"https://github.com/jenkinsci/build-publisher-plugine9c1b263400e42aaa3f9fcbbd0e8b1e85c76e3a0","342e8823f83ea864665a1c75ac89c57cbc692059"
"https://github.com/apache/tomcated4b9d791f9470e4c3de691dd0153a9ce431701b","332877b4a6bc1d6fff287bc380111db28cea3030"
"https://github.com/cloudfoundry/uaad17b23fc3bf9b86f111774925afadfced75315c","57a15dfb7e0e3a59019ebe951793b586512b1962"
"https://github.com/apache/tomcat8050f0179c78721e7fc60f679d8af9b8889ab1f106","09bac169828d7142d0a32fa66859508c3f514278"
"https://github.com/seam2/jboss-seam090aa6252affc978a96c388e3fc2c1c2688d9bb5","b1d14541be7f16f97cf388239cda8bc168d8372a"
"https://github.com/apache/tomcat516bda676ac8d0284da3e0295a7df70391315360","06d9c8760ce1eae8eec553c9fdf481aa026e37ff"
"https://github.com/SonarSource/sonarqube7b567ba3d15ed7dd0b0bba0330686487e35af85c","4a70f91143e2073d38dfd690e190c40b61c5817e"
"https://github.com/jenkinsci/jenkins73afa0ca786a87f05b5433e2e38f863826fcad17","4ed66e5838476e575a83c3cd13fffb37eefa2f48"
"https://github.com/apache/camelccf149c76bf37adc5977dc626e141a14e60b5ae","b093ebdb97d8d5cb05887b8ebf7bcecbbfe41f81"
"https://github.com/apache/cxf5df3f72f1a26b7c9ac2888ab65e41f4105706580","0c77f4ff91451c0bf73ebe1103e99583cc26d786"
"https://github.com/apache/strutsd934c6e7430b7b98e43a0a085a2304bd31a75c3d","eb2a9eb8ff95a124a3e4d585dff3b889d710e685"
"https://github.com/apache/cxffae6fabf9bd7647f5e9cb68897a7d72b545b741","eaa7a4cb635b4815ff6fb823a2487803817a4829"
"https://github.com/apache/camel7e28d0af471ea992eb74807a4abd1626b88d678a","f7f0b18f6924fe0b01f32a25ed1e38e29b1bf8e5"
"https://github.com/pingidentity/ldapsdk8471904a02438c03965d21367890276bc25fa5a6","41df75887cd26ee936d4d1e824ee1da77ed77e6d"
"https://github.com/apache/lucene-solrb091934f9e98568b848d0584a1145c8e514cbd21","8e2dab7315739a0f5194600ee524f6a2ea616af6"
"https://github.com/apache/tomcatd6b5600afe75e1086dd564344e1d085966e4237d","987cc4dc325860a10b079bbbd8c3f6c5745c86a4"
